airport_full,city,country,iata,icao,latitude,longitude

Waterbury Oxford Airport,Oxford,United States,OXC,KOXC,41.47859954834,-73.13520050048801

Fitchburg Municipal Airport,Fitchburg,United States,FIT,KFIT,42.554100036621094,-71.75900268554688

Earl L. Small Jr. Field/Stockmar Airport,Villa Rica,United States,\N,20GA,33.756500244099996,-84.88469696039998

Cartersville Airport,Cartersville,United States,VPC,KVPC,34.12310028076172,-84.84870147705078

Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,PYP,KPYP,34.089977000000005,-85.610069

Richard B Russell Airport,Rome,United States,RMG,KRMG,34.3506011963,-85.15799713130002

Northeast Alabama Regional Airport,Gadsden,United States,GAD,KGAD,33.972599,-86.088996

Knoxville Downtown Island Airport,Knoxville,United States,DKX,KDKX,35.96390151977539,-83.8739013671875

Barrow County Airport,Winder,United States,WDR,KWDR,33.98289871,-83.66739655

Plantation Airpark,Sylvania,United States,JYL,KJYL,32.645301818847656,-81.59709930419922

Dalton Municipal Airport,Dalton,United States,DNN,KDNN,34.72290039,-84.87020111

West Georgia Regional O V Gray Field,Carrollton,United States,CTJ,KCTJ,33.63100051879883,-85.1520004272461

Lagrange Callaway Airport,LaGrange,United States,LGC,KLGC,33.0088996887,-85.0726013184

Baldwin County Airport,Milledgeville,United States,MLJ,KMLJ,33.15420151,-83.24069977

Harris County Airport,Pine Mountain,United States,PIM,KPIM,32.8406982422,-84.8824005127

Peachtree City Falcon Field,Atlanta,United States,FFC,KFFC,33.3572998046875,-84.5718002319336

Lee Gilmer Memorial Airport,Gainesville,United States,GVL,KGVL,34.27259827,-83.8302002

Harry Clever Field,New Philadelpha,United States,PHD,KPHD,40.470901489258,-81.419700622559

Darlington County Jetport Airport,Darlington,United States,UDG,KUDG,34.44940186,-79.89009857

Hilton Head Airport,Hilton Head Island,United States,HHH,KHXD,32.2243995667,-80.6975021362

Daniel Field,Augusta,United States,DNL,KDNL,33.4664993286,-82.0393981934

Foothills Regional Airport,Morganton,United States,MRN,KMRN,35.8202018737793,-81.61139678955078

Pike County-Hatcher Field,Pikeville,United States,PBX,KPBX,37.561798100000004,-82.56639862

Mallards Landing Airport,Locust Grove,United States,\N,GA04,33.36569976806641,-84.16519927978516

Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,TOC,KTOC,34.59379959,-83.29579926

Compton Abbas Aerodrome,Shaftesbury,United Kingdom,\N,EGHA,50.967201232910156,-2.1536099910736084

Suprunovka Airport,Poltava,Ukraine,PLV,UKHP,49.56859970092773,34.397201538085945

Aweil Airport,Aweil,Sudan,\N,HSAW,8.767000198364258,27.399999618530273

Wau Airport,Wau,Sudan,WUU,HSWW,7.725830078119999,27.9750003815

Humera Airport,Humera,Ethiopia,HUE,HAHU,14.25,36.58300018310547

Moyale Airport,Moyale,Kenya,OYL,HKMY,3.4697199999999997,39.101397999999996

Zagora Airport,Zagora,Morocco,\N,GMAZ,30.3202991486,-5.866670131679999

Yengema Airport,Yengema,Sierra Leone,WYE,GFYE,8.610469818115233,-11.04539966583252

Gbangbatok Airport,Gbangbatok,Sierra Leone,GBK,GFGK,7.767000198364258,-12.383000373840332

Turukhansk Airport,Turukhansk,Russia,\N,UOTT,65.797203064,87.93530273440001

Podkamennaya Tunguska Airport,Bor,Russia,\N,UNIP,61.589698791503906,89.99400329589844

Fort Worth Alliance Airport,Fort Worth,United States,AFW,KAFW,32.9875984192,-97.3188018799

East Troy Municipal Airport,East Troy,United States,57C,K57C,42.79719924926758,-88.37259674072266

Kolpashevo Airport,Kolpashevo,Russia,\N,UNLL,58.32529830932617,82.93250274658203

Ali Al Salem Air Base,Kuwait,Kuwait,\N,OKAS,29.34670066833496,47.52080154418945

Renmark Airport,Renmark,Australia,RMK,YREN,-34.196399688720696,140.67399597167972

Leigh Creek Airport,Leigh Creek,Australia,LGH,YLEC,-30.59830093383789,138.42599487304688

Warburton Airport,Warburton Community,Australia,\N,YWBR,-26.12829971313477,126.58300018310548

Cunderdin Airport,Cunderdin,Australia,\N,YCUN,-31.62220001220703,117.21700286865234

Rottnest Island Airport,Rottnest Island,Australia,RTS,YRTI,-32.006698608398445,115.54000091552734

Forrest Airport,Forrest,Australia,\N,YFRT,-30.83810043334961,128.11500549316406

Ballarat Airport,Ballarat,Australia,\N,YBLT,-37.51169967651367,143.79100036621094

Keewaywin Airport,Keewaywin,Canada,KEW,CPV8,52.9911003113,-92.8364028931

Marathon Airport,Marathon,Canada,YSP,CYSP,48.75529861450195,-86.34439849853516

Hearst René Fontaine Municipal Airport,Hearst,Canada,YHF,CYHF,49.71419906616211,-83.68609619140625

Hornepayne Municipal Airport,Hornepayne,Canada,YHN,CYHN,49.19309997558594,-84.75890350341797

Kirkland Lake Airport,Kirkland Lake,Canada,YKX,CYKX,48.21030044555664,-79.98139953613281

Manitouwadge Airport,Manitouwadge,Canada,YMG,CYMG,49.083900451660156,-85.86060333251953

Wawa Airport,Wawa,Canada,YXZ,CYXZ,47.96670150756836,-84.78669738769531

Manitoulin East Municipal Airport,Manitowaning,Canada,YEM,CYEM,45.84280014038086,-81.85810089111328

Slate Falls Airport,Slate Falls,Canada,\N,CKD9,51.13000106811523,-91.66560363769531

Collingwood Airport,Collingwood,Canada,\N,CNY3,44.449199676499994,-80.1583023071

Brantford Municipal Airport,Brantford,Canada,YFD,CYFD,43.13140106201172,-80.34249877929688

Lawrence Municipal Airport,Lawrence,United States,LWC,KLWC,39.01119995,-95.21659851

Wellington Municipal Airport,Wellington,United States,EGT,KEGT,37.32360076904297,-97.38829803466795

Pompano Beach Airpark,Pompano Beach,United States,PMP,KPMP,26.247100830078,-80.11109924316399

Mallacoota Airport,Mallacoota,Australia,XMC,YMCO,-37.59830093383789,149.72000122070312

Shelby County Airport,Alabaster,United States,EET,KEET,33.17699814,-86.78279877

Yuendumu Airport,Yuendumu ,Australia,YUE,YYND,-22.254199981689453,131.78199768066406

Sky Ranch At Carefree Airport,Carefree,United States,\N,18AZ,33.818099975585945,-111.89800262451172

Lombok International Airport,Praya,Indonesia,LOP,WADL,-8.757322,116.276675

One Hundred Mile House Airport,One Hundred Mile House,Canada,\N,CAV3,51.64250183105469,-121.30699920654295

South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,ZML,CZML,51.736099243199995,-121.333000183

Glasgow City Heliport,Glasgow,United Kingdom,\N,EGEG,55.86138916015625,-4.29694414138794

Yarram Airport,Yarram,Australia,\N,YYRM,-38.56669998168945,146.7550048828125

Handan Airport,Handan,China,HDG,ZBHD,36.5258333333,114.425555556

Indianapolis Metropolitan Airport,Indianapolis,United States,UMP,KUMP,39.93519974,-86.04499817

London-Corbin Airport/Magee Field,London,United States,LOZ,KLOZ,37.0821990967,-84.08489990230001

Simmons Army Air Field,Fredericksburg,United States,FBG,KFBG,35.13180161,-78.93669891

Modlin Airport,Warsaw,Poland,WMI,EPMO,52.4510993958,20.6518001556

Jixi Xingkaihu Airport,Jixi,China,JXA,ZYJX,45.293,131.19299999999998

Jeongseok Airport,Seogwipo,South Korea,\N,RKPD,33.3996009827,126.711997986

Gimli Industrial Park Airport,Gimli,Canada,YGM,CYGM,50.62810134887695,-97.04329681396484

Matheson Island Airport,Matheson Island,Canada,\N,CJT2,51.732200622558594,-96.93440246582031

Tura Mountain Airport,Tura,Russia,\N,UNIT,64.33351135253899,100.4328918457

Beloyarskiy Airport,Beloyarsky,Russia,EYK,USHY,63.6869010925,66.698600769

John H Batten Airport,Racine,United States,RAC,KRAC,42.7606010437,-87.8152008057

Cesar Lim Rodriguez Airport,Taytay,Philippines,RZP,RPSD,10.81874,119.507697

Gera-Leumnitz Airport,Gera,Germany,\N,EDAJ,50.88166809082031,12.13583278656006

Kasimovo Airfield,Saint-Petersburg,Russia,\N,XLLN,60.19829940795898,30.334999084472656

Terlet Glider Field,Arnhem,Netherlands,\N,EHTL,52.057201,5.92444

Redlands Municipal Airport,Redlands,United States,REI,KREI,34.08530044555664,-117.14600372314452

Flabob Airport,Riverside,United States,RIR,KRIR,33.989700317382805,-117.41100311279295

Tacoma Narrows Airport,Tacoma,United States,TIW,KTIW,47.26789856,-122.57800290000002

Oerlinghausen Airport,TELGTE,Germany,\N,EDLO,51.93222045898438,8.661666870117188

Jack Edwards Airport,Gulf Shores,United States,JKA,KJKA,30.29050064,-87.67179871

General Villamil Airport,Isabela,Ecuador,\N,SEII,-0.942628026009,-90.95300292969999

Balzers Heliport,Balzers,Switzerland,\N,LSXB,47.0681,9.481110000000001

Flugplatz Punitz,Punitz-Guessing,Austria,\N,LOGG,47.14653,16.316843

Khmelnytskyi Airport,Khmeinitskiy,Ukraine,HMJ,UKLH,49.35969924926758,26.93339920043945

Hiroshimanishi Airport,Hiroshima,Japan,HIW,RJBH,34.36690139770508,132.41400146484378

Yalata Mission Airport,Yalata,Australia,\N,YYTA,-31.470600128173828,131.82499694824222

Hazleton Municipal Airport,Hazleton,United States,HZL,KHZL,40.9868011475,-75.99490356449999

Greater Cumberland Regional Airport,Cumberland,United States,CBE,KCBE,39.615398407,-78.76090240479999

Sugar Loaf Shores Airport,Key West,United States,\N,7FA1,24.648799896240234,-81.57980346679688

Wyndham Airport,Wyndham,Australia,\N,YWYM,-15.51140022277832,128.15299987792972

Bob Quinn Lake Airport,Bob Quinn Lake,Canada,YBO,CBW4,56.9667015076,-130.25

Grabtsevo Airport,Kaluga,Russia,KLF,UUBC,54.5499992371,36.3666687012

Tri-County Regional Airport,Lone Rock,United States,LNR,KLNR,43.2117004395,-90.18160247799999

Price County Airport,Phillips,United States,\N,KPBH,45.70899963378906,-90.40249633789062

Monroe Municipal Airport,Monroe,United States,\N,KEFT,42.61489868164063,-89.59040069580078

Joliet Regional Airport,Joliet,United States,JOT,KJOT,41.51779938,-88.17549896

Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,VYS,KVYS,41.351898,-89.153099

Jackson County Reynolds Field,Jackson,United States,JXN,KJXN,42.2597999573,-84.45939636230001

Fuerstenwalde Airport,Furstenwalde,Germany,\N,EDAL,52.3905982971,14.0972003937

Eberswalde-Finow Airport,Eberswalde,Germany,\N,EDAV,52.82722091674805,13.693611145019533

Joseph A. Hardy Connellsville Airport,Connellsville,United States,\N,KVVS,39.95920181,-79.65709686

Bedford County Airport,Bedford,United States,\N,KHMZ,40.08530045,-78.5121994

Wings Field,Philadelphia,United States,BBX,KLOM,40.1375007629,-75.26509857180001

Okeechobee County Airport,Okeechobee,United States,OBE,KOBE,27.2628002167,-80.8498001099

Sebring Regional Airport,Sebring,United States,SEF,KSEF,27.45639992,-81.3423996

Avon Park Executive Airport,Avon Park,United States,AVO,KAVO,27.59119987,-81.52780151

Winter Haven Municipal Airport - Gilbert Field,Winter Haven,United States,GIF,KGIF,28.06290054,-81.75330353

Zephyrhills Municipal Airport,Zephyrhills,United States,ZPH,KZPH,28.2282009125,-82.15589904790002

Ocala International Airport - Jim Taylor Field,Ocala,United States,OCF,KOCF,29.17259979,-82.22419739

Jesup Wayne County Airport,Jesup,United States,JES,KJES,31.55400085,-81.88249969

Madison Municipal Airport,Madison,United States,52A,K52A,33.6120986938,-83.46040344240002

Newnan Coweta County Airport,Newnan,United States,CCO,KCCO,33.311599731445305,-84.7697982788086

Thomson-McDuffie County Airport,Thomson,United States,HQU,KHQU,33.52970123,-82.51650238

Aiken Municipal Airport,Aiken,United States,AIK,KAIK,33.6493988037,-81.68499755859999

Woodward Field,Camden,United States,CDN,KCDN,34.2835998535,-80.56490325930001

Lumberton Regional Airport,Lumberton,United States,LBT,KLBT,34.609901428200004,-79.05940246579998

Moore County Airport,Pinehurst-Southern Pines,United States,SOP,KSOP,35.23740005,-79.39119720000001

Richmond County Airport,Rockingham,United States,RCZ,KRCZ,34.8913,-79.759598

Baraboo Wisconsin Dells Airport,Baraboo,United States,DLL,KDLL,43.52270126,-89.77020264

Statesville Regional Airport,Statesville,United States,SVH,KSVH,35.765300750732,-80.953903198242

Burlington Municipal Airport,Burlington,United States,BUU,KBUU,42.69070053100586,-88.30460357666016

William T. Piper Memorial Airport,Lock Haven,United States,LHV,KLHV,41.13560104,-77.42230225

Zelienople Municipal Airport,Zelienople,United States,\N,KPJC,40.80160141,-80.16069794

Lorain County Regional Airport,Lorain-Elyria,United States,LPR,KLPR,41.34429932,-82.17759705

Burke Lakefront Airport,Cleveland,United States,BKL,KBKL,41.51750183105469,-81.68329620361328

Chautauqua County-Dunkirk Airport,Dunkirk,United States,DKK,KDKK,42.49330139,-79.27200317

South Jersey Regional Airport,Mount Holly,United States,VAY,KVAY,39.9429016113,-74.845703125

Linden Airport,Linden,United States,LDJ,KLDJ,40.617401123,-74.2445983887

Tri State Steuben County Airport,Angola,United States,ANQ,KANQ,41.639702,-85.083504

Warsaw Municipal Airport,Warsaw,United States,\N,KASW,41.27470016479492,-85.84010314941406

Van Wert County Airport,Van Wert,United States,VNW,KVNW,40.86470031738281,-84.6093978881836

Brooks Field,Marshall,United States,\N,KRMY,42.25120162963867,-84.95549774169922

Genesee County Airport,Batavia,United States,GVQ,KGVQ,43.03170013,-78.16760254

Clearwater Air Park,Clearwater,United States,CLW,KCLW,27.9766998291,-82.7586975098

Orlampa Inc Airport,Forties Alpha,United Kingdom,\N,FA08,28.1669998169,-81.80809783939999

Chicago Meigs Airport,Chicago,United States,CGX,KCGX,41.85879898071289,-87.60790252685547

Pickens County Airport,Jasper,United States,JZP,KJZP,34.453399658203125,-84.4573974609375

Saarmund Airport,Saarmund,Germany,\N,EDCS,52.30833435058594,13.100556373596193

Grand Strand Airport,North Myrtle Beach,United States,CRE,KCRE,33.811698913600004,-78.72389984130002

Lansing Municipal Airport,Lansing,United States,IGQ,KIGQ,41.5349006652832,-87.52950286865234

Ramona Airport,Ramona,United States,RNM,KRNM,33.039199829101555,-116.91500091552734

Pont Sur Yonne Airfield,Pont Sur Yonne,France,\N,LFGO,48.289172,3.247912

St Florentin Cheu Airfield,St Florentin Cheu,France,\N,LFGP,47.98019,3.775583

Saulieu Liernais Airfield,Saulieu,France,\N,LFEW,47.239399,4.26583

Olten Airport,Olten,Switzerland,\N,LSPO,47.344398498535156,7.889440059661865

Buochs Airport,Buochs,Switzerland,BXO,LSZC,46.974444,8.396944

Ambri Airport,Quinto,Switzerland,\N,LSPM,46.512501,8.68978

Lodrino Air Base,Lodrino,Switzerland,\N,LSML,46.2958984375,8.992130279541016

Roudnice Airport,Roudnice nad Lebem,Czech Republic,\N,LKRO,50.41059875,14.2261

Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,\N,LKUL,50.699699,13.9697

Mauterndorf Airport,Mauterndorf,Austria,\N,LOSM,47.13249969482422,13.696900367736815

Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria,\N,LOKN,46.58110046386719,13.629199981689453

Karlsruhe-Forchheim Airport,Karlsruhe,Germany,\N,EDTK,48.9843,8.3355

Weinheim/Bergstraße Airport,Weinheim,Germany,\N,EDGZ,49.56750106811523,8.610555648803711

Meaux Esbly Airport,Meaux,France,\N,LFPE,48.92779922485352,2.835279941558838

Château-Thierry - Belleau Airport,Chateau-Thierry,France,\N,LFFH,49.06719970703125,3.356940031051636

Branch County Memorial Airport,Coldwater,United States,OEB,KOEB,41.933399200000004,-85.05259705

Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,KWBW,41.2971992493,-75.8511962891

Willoughby Lost Nation Municipal Airport,Willoughby,United States,LNN,KLNN,41.6839981079,-81.3897018433

Taoyuan Air Base,Taoyuan,Taiwan,\N,RCGM,25.05660057067871,121.2442626953125

Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM,70.6804279261,-52.111630439799995

Bayannur Tianjitai Airport,Bayannur,China,RLK,ZBYZ,40.926,107.7428

Capital City Airport,Frankfort,United States,FFT,KFFT,38.18249893,-84.90470123

Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW,44.048500061000006,-70.2835006714

Inowroclaw Military Air Base,Inowroclaw,Poland,\N,EPIR,52.829399108900006,18.3306007385

Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,\N,EPPR,54.248001,18.6716

Bloyer Field,Tomah,United States,\N,KY72,43.97499847,-90.48349762

Marco Island Airport,Marco Island Airport,United States,MRK,KMKY,25.9950008392,-81.6725006104

Drummond Island Airport,Drummond Island,United States,DRM,KDRM,46.0093002319,-83.74389648440001

Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW,43.9706001282,-84.47499847410002

South Haven Area Regional Airport,South Haven,United States,LWA,KLWA,42.35120010375977,-86.25569915771484

Marshfield Municipal Airport,Marshfield,United States,MFI,KMFI,44.6369018555,-90.1893005371

Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,KISW,44.360298156700004,-89.83899688720001

Clinton Municipal Airport,Clinton,United States,CWI,KCWI,41.8311004639,-90.3291015625

Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.5842018127,-70.91649627689999

Nagaur Airport,Nagaur,India,\N,VI73,27.20829963684082,73.7114028930664

Ostafyevo International Airport,Moscow,Russia,\N,UUMO,55.51169967651367,37.50719833374024

Trois-Rivières Airport,Trois Rivieres,Canada,YRQ,CYRQ,46.35279846191406,-72.67939758300781

Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,KPOF,36.773899078369006,-90.324897766113

Somerset Airport,Somerville,United States,\N,KSMQ,40.6259994506836,-74.67019653320312

Eastport Municipal Airport,Eastport,United States,EPM,KEPM,44.910099029541016,-67.01270294189453

Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK,40.4598999023,-91.4284973145

Perth/Scone Airport,Perth,United Kingdom,PSL,EGPT,56.43920135498047,-3.3722200393676762

Caernarfon Airport,Caernarfon,United Kingdom,\N,EGCK,53.10181944399999,-4.337613889

Grefrath-Niershorst Airport,Grefrath,Germany,\N,EDLF,51.33388900756836,6.35944414138794

St Paul Downtown Holman Field,St. Paul,United States,STP,KSTP,44.93450164794922,-93.05999755859376

Söderhamn Airport,Soderhamn,Sweden,SOO,ESNY,61.26150131225586,17.09910011291504

Newcastle Aerodrome,Newcastle,Ireland,\N,EINC,53.07109832763672,-6.0452799797058105

Saravane Airport,Saravane,Laos,VNA,VLSV,15.7094392077,106.41069889100001

Segeletz Airport,Segeletz,Germany,\N,EDAI,52.82666778564453,12.541943550109865

Fuentemilanos Airport,Segovia,Spain,\N,LEFM,40.8886108398,-4.2375001907300005

Akeno Airport,Akeno,Japan,\N,RJOE,34.53329849243164,136.6719970703125

Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,\N,UHPK,56.23860168457031,162.68800354003906

Oconomowoc Airport,Oconomowoc,United States,\N,0WI8,43.13890075683594,-88.47229766845703

Kozyrevsk Airport,Kozyrevsk,Russia,\N,UHPO,56.09000015258789,159.8766632080078

Dikson Airport,Dikson,Russia,DKS,UODD,73.51780700683594,80.37966918945312

Beverley Airport,Mine Site,Australia,\N,YBEE,-30.18670082092285,139.55799865722656

Bantry Aerodrome,Bantry,Ireland,BYT,EIBN,51.66859817504883,-9.484169960021973

Aliwal North Airport,Aliwal North,South Africa,\N,FAAN,-30.68000030517578,26.729999542236328

Alkantpan Copper Airport,Alkantpan,South Africa,\N,FACO,-29.90640068054199,22.316699981689453

Alldays Airport,Alldays,South Africa,ADY,FAAL,-22.679000854499996,29.055500030500003

Barberton Airport,Barberton,South Africa,\N,FABR,-25.716869,30.975179999999998

Butler Co Regional Airport - Hogan Field,Hamilton,United States,\N,KHAO,39.3638000488,-84.5220031738

Bungoma Airport,Bungoma,Kenya,\N,HKBU,0.5762079954147339,34.553451538085945

Bura East Airport,Bura,Kenya,\N,HKBR,-1.100000023841858,39.95000076293945

Busia Airport,Busia,Kenya,\N,HKBA,0.4570850133895874,34.130279541015625

Embu Airport,Embu,Kenya,\N,HKEM,-0.57327,37.49726

Garba Tula Airport,Garba Tula,Kenya,\N,HKGT,0.5329999923706055,38.516998291015625

Garissa Airport,Garissa,Kenya,GAS,HKGA,-0.4635080099105835,39.64830017089844

Hola Airport,Hola,Kenya,HOA,HKHO,-1.5219999551773071,40.00400161743164

Homa Bay Airport,Homa Bay,Kenya,\N,HKHB,-0.6000000238418579,34.46699905395508

Isiolo Airport,Isiolo,Kenya,\N,HKIS,0.33817094564437866,37.59169387817383

Kericho Airport,Kericho,Kenya,KEY,HKKR,-0.4169999957084656,35.25

Kilaguni Airport,Kilaguni,Kenya,ILU,HKKL,-2.9106099605560303,38.06520080566406

Antsirabe Airport,Antsirabe,Madagascar,ATJ,FMME,-19.8392214824,47.0637130737

Bekily Airport,Bekily,Madagascar,OVA,FMSL,-24.2356947547,45.30452728270001

Ust-Tsylma Airport,Ust-Tsylma,Russia,\N,UUYX,65.43729400630001,52.20033645629999

Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,UNBG,51.9667015076,85.8332977295

Fond du Lac County Airport,Fond du Lac,United States,FLD,KFLD,43.771198272700005,-88.48840332030001

Waupaca Municipal Airport,Waupaca,United States,PCZ,KPCZ,44.33330154,-89.01979828

Stevens Point Municipal Airport,Stevens Point,United States,STE,KSTE,44.5452003479,-89.53029632568399

Mys Shmidta Airport,Mys Shmidta,Russia,\N,UHMI,68.86830139160156,-179.3730010986328

Moma Airport,Honuu,Russia,\N,UEMA,66.45085906982422,143.2615509033203

Luce County Airport,Newberry,United States,ERY,KERY,46.31119918823242,-85.4572982788086

Peenemünde Airport,Peenemunde,Germany,PEF,EDCP,54.1577796936,13.774443626399998

Góraszka Airport,Goraszka,Poland,\N,EPGO,52.18444061279297,21.281110763549805

Nusawiru Airport,Nusawiru,Indonesia,\N,WI1A,-7.720389842987059,108.48999786376952

Galion Municipal Airport,Galion,United States,GQQ,KGQQ,40.7533988953,-82.7238006592

Tiputini Airport,Tiputini,Ecuador,TPN,SETI,-0.7761110067367554,-75.52639770507812

Rio Amazonas Airport,Pastaza,Ecuador,PTZ,SESM,-1.5052399635299998,-78.0626983643

Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV,36.621898651100004,-87.41500091549999

Lompoc Airport,Lompoc,United States,LPC,KLPC,34.665599823,-120.46800231899999

Chester County G O Carlson Airport,Coatesville,United States,CTH,KMQS,39.97900009,-75.86550140000001

Bost Airport,Lashkar Gah,Afghanistan,BST,OABT,31.55970001220703,64.36499786376953

Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL,38.7463989258,48.818000793500005

Gabala International Airport,Qabala,Azerbaijan,GBB,UBBQ,40.826667,47.7125

Zaqatala International Airport,Zaqatala,Azerbaijan,ZTU,UBBY,41.562222,46.667221000000005

Lake Placid Airport,Lake Placid,United States,LKP,KLKP,44.264499664300004,-73.96189880370002

Magan Airport,Yakutsk,Russia,\N,UEMM,62.103483999999995,129.545288

Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,DEE,YXCM,-36.242155,149.130147

Lima Allen County Airport,Lima,United States,AOH,KAOH,40.706902,-84.026703

Sondok Airport,Hamhung,North Korea,DSO,ZKSD,39.745201,127.47399899999999

Malcolm McKinnon Airport,Brunswick,United States,SSI,KSSI,31.15180016,-81.39129639

Beaver County Airport,Beaver Falls,United States,BFP,KBVI,40.7724990845,-80.39140319820001

Georgetown County Airport,Georgetown,United States,GGE,KGGE,33.311698913600004,-79.3196029663

Hardwick Field,Cleveland,United States,HDI,KHDI,35.22010040283203,-84.8323974609375

Renton Municipal Airport,Renton,United States,RNT,KRNT,47.4930992126,-122.21600341799999

Brackett Field,La Verne,United States,POC,KPOC,34.091598510742,-117.78199768066001

Cross City Airport,Cross City,United States,CTY,KCTY,29.6354999542,-83.10479736330002

Oconee County Regional Airport,Clemson,United States,CEU,KCEU,34.67190170000001,-82.8864975

Beech Factory Airport,Wichita,United States,BEC,KBEC,37.6944999695,-97.2149963379

Tabing Airport,Padang,Indonesia,PDG,WIMG,-0.8749889731409999,100.351997375

Tom B. David Field,Calhoun,United States,\N,KCZL,34.45539856,-84.93920135

Habersham County Airport,Cornelia,United States,\N,KAJR,34.49990082,-83.55670166

Georgetown Municipal Airport,Georgetown,United States,GTU,KGTU,30.678800582885746,-97.6793975830078

Old Rhinebeck Airport,Rhinebeck,United States,\N,NY94,41.9715004,-73.86289978

Duxford Airport,Duxford,United Kingdom,QFO,EGSU,52.090801238999994,0.13194400072100002

Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.98500059999999

Great Keppel Is Airport,Great Keppel Island,Australia,GKL,YGKL,-23.1833000183,150.942001343

Roper Bar Airport,Roper Bar,Australia,RPB,YRRB,-14.734814000000002,134.525485

Mount Garnet Airport,Mount Garnet,Australia,\N,YMRT,-17.700000762939453,145.14999389648438

Innisfail Airport,Innisfail,Australia,IFL,YIFL,-17.55940055847168,146.01199340820312

Kalaeloa Airport,Kapolei,United States,\N,PHJR,21.3074,-158.070009

Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN,34.817001342773445,67.81700134277344

Moomba Airport,Moomba,Australia,MOO,YOOM,-28.09939956665039,140.19700622558594

Iosco County Airport,East Tawas,United States,ECA,K6D9,44.312801,-83.422302

Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,\N,KMDQ,34.861400599999996,-86.55750275

Leesburg Executive Airport,Leesburg,United States,JYO,KJYO,39.07799911499024,-77.55750274658203

Anoka County-Blaine Arpt(Janes Field) Airport,Anoka,United States,\N,KANE,45.14500046,-93.21140289

Robinson Crusoe Airport,San Juan Bautista,Chile,\N,SCIR,-33.6650009155,-78.9297027588

Villa Airport,Maamigili,Maldives,VAM,VRMV,3.47055555556,72.8358333333

Lingling Airport,Yongzhou,China,LLF,ZGLG,26.338661,111.61004299999999

Lošinj Island Airport,Mali Losinj,Croatia,LSZ,LDLO,44.565799713100006,14.3930997849

Onslow Airport,Onslow,Australia,ONS,YOLW,-21.668300628662,115.1129989624

Theodore Airport,Theodore,Australia,TDR,YTDR,-24.99329948425293,150.09300231933594

Williamson Sodus Airport,Williamson,United States,SDC,KSDC,43.23469925,-77.1210022

Fairoaks Airport,Fairoaks,United Kingdom,\N,EGTF,51.3480987549,-0.5588889718060001

Boulder Municipal Airport,Boulder,United States,WBU,KBDU,40.039398193400004,-105.225997925

Neustadt-Glewe Airport,Neustadt-Glewe,Germany,\N,EDAN,53.35972213745117,11.615278244018555

Goetsenhoven Air Base,GOETSENHOVEN,Belgium,\N,EBTN,50.781700134277344,4.957779884338379

Tutow Airport,Wildenrath,Germany,\N,EDUW,53.92194366455078,13.218889236450195

Bremgarten Airport,Bremgarten,Germany,\N,EDTG,47.902778625500005,7.617777824400001

Bitburg Airport,Birburg,Germany,BBJ,EDRB,49.945278,6.565

Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,KPAO,37.461101532,-122.114997864

Ust-Nera Airport,Ust-Nera,Russia,\N,UEMT,64.550003051758,143.11500549316003

Letiště Vysoké Mýto,Vysoke Myto,Czech Republic,\N,LKVM,49.926899,16.185801

Spa (la Sauvenière) Airport,Spa,Belgium,\N,EBSP,50.48249816894531,5.910299777984619

Falcon Field,Mesa,United States,FFZ,KFFZ,33.4608001709,-111.72799682600001

